permitnum,description,issuedate,applieddate,statuscurrent,jurisdiction,statuscurrentmapped,statusdate,totalsqft,projectcost,contractorcompanyname,contractortrade,contractorzip,ownerzip,projectcost_6_2026,originalcity_validated,originalzip_validated
24-17010537,SOLAR PV SYSTEM,2025-02-07,2024-12-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-14,0,25000,BEAM SOLAR CO LLC,GENERAL CONTRACTOR,27284,27513,26453.32,Cary,27513
24-17020050,SOLAR PV SYSTEM,2025-01-10,2024-12-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-29,0,28800,8M SOLAR,GENERAL CONTRACTOR,27616,27519,30474.22,Cary,27519
24-17030444,SOLAR PV SYSTEM,2025-01-10,2024-12-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-29,0,35900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,37986.97,Cary,27519
24-17041194,SOLAR PANELS,2025-01-28,2024-12-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-06,459,28174,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,29811.83,Cary,27519
24-17051736,SOLAR PV SYSTEM,2025-02-19,2024-12-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-10,0,24600,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,26030.07,Cary,27513
24-17061737,SOLAR PV SYSTEM,2025-01-09,2024-12-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-01-13,0,13600,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,14390.61,Cary,27519
24-17071764,SOLAR PV SYSTEM,2024-12-27,2024-12-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-08,0,24700,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27513,26135.88,Cary,27513
24-17081346,SOLAR PANELS,2025-02-18,2024-12-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-26,292,22800,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,24125.43,Cary,27519
24-17091141,SOLAR PANELS,2025-01-30,2024-12-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-06,751,73395,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,77661.66,Cary,27518
24-17100675,SOLAR PV SYSTEM,2025-01-07,2024-12-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-06,0,43993,CAPE FEAR SOLAR SYSTEMS,GENERAL CONTRACTOR,28401,27539,46550.44,Apex,27539
24-17110676,SOLAR PV SYSTEM,2025-01-07,2024-12-16,PERMIT ISSUED (PI),TC,Permit Issued,2025-01-07,0,36866,CAPE FEAR SOLAR SYSTEMS,GENERAL CONTRACTOR,28401,27519,39009.12,Cary,27519
25-17120081,SOLAR PV SYSTEM,2025-01-07,2025-01-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-29,0,43800,8M SOLAR,GENERAL CONTRACTOR,27616,27513,46044.8,Cary,27513
25-17130401,SOLAR PV SYSTEM,2025-01-10,2025-01-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-22,0,45600,8M SOLAR,GENERAL CONTRACTOR,27616,27513,47937.05,Cary,27513
25-17140793,SOLAR PV SYSTEM,2025-01-31,2025-01-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-17,0,40496,EMERALD ENERGY LLC,GENERAL CONTRACTOR,27615,27519,42571.47,Cary,27519
25-17150804,SOLAR PV SYSTEM,2025-01-07,2025-01-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-02-24,0,35324,EMERALD ENERGY LLC,GENERAL CONTRACTOR,27615,27519,37134.4,Cary,27519
25-17161074,SOLAR PV SYSTEM,2025-03-20,2025-01-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-03,0,28985,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,30470.51,Cary,27519
25-17171309,SOLAR PV SYSTEM,2025-02-27,2025-01-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-05,0,36175,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,38029.01,Cary,27519
25-17181195,SOLAR PV SYSTEM,2025-01-24,2025-01-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-08,0,36175,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,38029.01,Cary,27513
25-17190128,SOLAR PV SYSTEM,2025-01-23,2025-01-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-06,0,29400,8M SOLAR,GENERAL CONTRACTOR,27616,27513,30906.78,Cary,27513
25-17201952,SOLAR PV SYSTEM,2025-03-04,2025-01-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-21,0,31588,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,33206.92,Cary,27511
25-17211765,Addition of storage battery system for solar panel,2025-02-10,2025-01-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-07,0,37000,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27511,38896.29,Cary,27511
25-17221445,SOLAR PV SYSTEM,2025-02-11,2025-01-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-10,0,47369,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27519,49796.72,Cary,27519
25-17231109,SOLAR PV SYSTEM,2025-03-19,2025-01-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-21,0,8225,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,8646.54,Cary,27519
25-17241310,SOLAR PV SYSTEM,2025-02-14,2025-01-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-05,0,29500,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,31011.91,Cary,27519
25-17251745,SOLAR PANELS,,2025-01-28,APPROVED (AP),TC,Fees/Payment,2025-02-03,0,34000,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27519,35742.54,Cary,27519
25-17261196,SOLAR PV SYSTEM,2025-03-06,2025-01-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-04,0,67938,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27511,71419.9,Cary,27511
25-17271476,Add 1 Tesla Powerwall 3 Battery to Existing PVRS,2025-02-10,2025-02-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-29,0,16500,SOUTHERN ENERGY MANAGEMENT,ELECTRICAL CONTRACTOR,27617,27519,17268.94,Cary,27519
25-17281347,SOLAR PANELS,2025-04-24,2025-02-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-30,425,32710,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34234.37,Cary,27519
25-17290287,SOLAR PV SYSTEM,2025-02-21,2025-02-05,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-20,0,28150,8M SOLAR,GENERAL CONTRACTOR,27616,27523,29461.86,Apex,27523
25-17301265,SOLAR PV SYSTEM,2025-05-14,2025-02-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-20,0,46248,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,48403.27,Cary,27519
25-17311311,SOLAR PV SYSTEM,2025-02-14,2025-02-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-15,0,29358,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,30726.15,Cary,27519
25-17321312,SOLAR PANELS & TESLA POWER WALL,2025-03-20,2025-02-07,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-08,0,33127,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,34670.8,Cary,27513
25-17330838,SOLAR GROUND MOUNT PANELS,2025-07-30,2025-02-10,PERMIT ISSUED (PI),TC,Permit Issued,2025-07-30,0,0,EPC SOLAR,UNLICENSED CONTRACTOR,34677,27519,0.0,Cary,27519
25-17341110,SOLAR PANELS & TESLA POWER WALL,2025-04-17,2025-02-10,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-25,470,32912,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34445.78,Cary,27519
25-17351266,SOLAR PANELS,2025-02-27,2025-02-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-03-21,417,26840,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,28090.81,Cary,27519
25-17361446,SOLAR PANELS & TESLA POWER WALL,2025-04-01,2025-02-14,PERMIT ISSUED (PI),TC,Permit Issued,2025-04-01,0,43648,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27519,45682.1,Cary,27519
25-17370669,SOLAR PV SYSTEM,2025-04-02,2025-02-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-09,0,37500,BYLD LLC,GENERAL CONTRACTOR,28208,27511,39247.59,Cary,27511
25-17381158,SOLAR PANELS,2025-04-30,2025-02-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-30,403,29814,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,84770,31203.41,Cary,27519
25-17391457,SOLAR PANELS,2025-03-10,2025-02-18,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-17,240,25152,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27511,26324.14,Cary,27511
25-17401313,SOLAR PV SYSTEM,2025-02-28,2025-02-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-05,0,40422,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,42305.76,Cary,27519
25-17410402,SOLAR PV SYSTEM,2025-03-06,2025-02-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-12,0,30800,8M SOLAR,GENERAL CONTRACTOR,27616,27519,32235.36,Cary,27519
25-17420403,SOLAR PV SYSTEM,2025-03-13,2025-02-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-16,0,29100,8M SOLAR,GENERAL CONTRACTOR,27616,27519,30456.13,Cary,27519
25-17430756,SOLAR PV SYSTEM,2025-03-25,2025-03-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-03,0,33096,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,34560.69,Cary,27511
25-17441642,SOLAR PANELS,2025-04-02,2025-03-04,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-22,758,36000,TESLA ENERGY OPERATIONS INC.,ELECTRICAL CONTRACTOR,94538,27519,37593.21,Cary,27519
25-17451931,SOLAR PANELS,2025-04-16,2025-03-04,PERMIT ISSUED (PI),TC,Permit Issued,2025-04-16,1029,77007,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27523,80415.02,Apex,27523
25-17460739,SOLAR PV SYSTEM,2025-04-07,2025-03-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-04-15,0,37353,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,39006.09,Cary,27519
25-17471267,SOLAR PV SYSTEM,2025-05-08,2025-03-12,PERMIT ISSUED (PI),TC,Permit Issued,2025-05-08,0,42461,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,44340.15,Cary,27519
25-17481268,SOLAR PV SYSTEM,2025-03-20,2025-03-17,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-25,0,34200,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,35713.55,Cary,27519
25-17491111,SOLAR PANELS & TESLA POWER WALL,2025-05-27,2025-03-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-05,0,26500,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,27672.78,Cary,27519
25-17501269,SOLAR PANELS & TESLA POWER WALL,2025-06-30,2025-03-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-03,0,27366,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,28577.11,Cary,27519
25-17511458,SOLAR PV SYSTEM,2025-04-01,2025-03-24,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-05-09,0,26434,RENU ENERGY SOLUTIONS LLC,GENERAL CONTRACTOR,28217,27519,27603.86,Cary,27519
25-17521197,SOLAR PV SYSTEM,2025-07-16,2025-04-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-07,0,43007,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,44770.88,Cary,27513
25-17530740,SOLAR PV SYSTEM,2025-05-28,2025-04-04,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2025-05-30,0,39533,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,41154.4,Cary,27519
25-17540704,SOLAR PV SYSTEM,2025-04-30,2025-04-11,PERMIT ISSUED (PI),TC,Permit Issued,2025-04-30,0,3902,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,4062.04,Cary,27519
25-17551198,SOLAR PV SYSTEM,2025-06-23,2025-04-11,PERMIT ISSUED (PI),TC,Permit Issued,2025-06-23,0,30709,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27518,31968.49,Cary,27518
25-17561549,SOLAR PV SYSTEM,2025-04-29,2025-04-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-06,0,33180,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,34540.84,Cary,27519
25-17571383,SOLAR PANELS,2025-06-09,2025-04-14,PERMIT ISSUED (PI),TC,Permit Issued,2025-06-09,0,300000,OWNER (GENERAL),GENERAL CONTRACTOR,27519,27519,312304.12,Cary,27519
25-17580404,SOLAR PV SYSTEM,2025-04-17,2025-04-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-26,0,33200,8M SOLAR,GENERAL CONTRACTOR,27616,27539,34561.66,Apex,27539
25-17590288,SOLAR PV SYSTEM,2025-04-25,2025-04-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-02,0,34800,8M SOLAR,GENERAL CONTRACTOR,27616,27519,36227.28,Cary,27519
25-17600445,SOLAR PV SYSTEM,2025-04-25,2025-04-22,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2025-05-30,0,28900,8M SOLAR,GENERAL CONTRACTOR,27616,27523,30085.3,Apex,27523
25-17610129,SOLAR PANELS,2025-06-04,2025-04-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-08,1100,41500,8M SOLAR,GENERAL CONTRACTOR,27616,27609,43202.07,Cary,27519
25-17621199,SOLAR PV SYSTEM,2025-08-26,2025-04-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-26,0,10139,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,10554.84,Cary,27519
25-17630289,SOLAR PV SYSTEM,2025-05-06,2025-04-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-03,0,36184,8M SOLAR,GENERAL CONTRACTOR,27616,27519,37668.04,Cary,27519
25-17640690,installation of battery backup to existing solar,2025-07-21,2025-05-01,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-23,0,15075,YES! SOLAR SOLUTIONS,ELECTRICAL CONTRACTOR,27513,27513,15660.57,Cary,27513
25-17650717,SOLAR PV SYSTEM,2025-06-13,2025-05-01,PERMIT ISSUED (PI),TC,Permit Issued,2025-06-13,0,27008,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27606,28057.1,Raleigh,27606
25-17660708,SOLAR PV SYSTEM,2025-06-26,2025-05-02,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-03,0,39191,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27523,40713.34,Apex,27523
25-17671314,SOLAR PV SYSTEM,2025-06-27,2025-05-05,PERMIT ISSUED (PI),CC,Permit Issued,2025-06-27,0,31575,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,32801.5,Cary,27519
25-17680051,SOLAR PV SYSTEM,2025-06-16,2025-05-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-12,500,40761,8M SOLAR,GENERAL CONTRACTOR,27616,27519,42344.32,Cary,27519
25-17690535,SOLAR PANELS,2025-05-15,2025-05-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-19,378,23000,BEAM SOLAR CO LLC,GENERAL CONTRACTOR,27284,27539,23893.41,Apex,27539
25-17700870,SOLAR PV SYSTEM,2025-05-22,2025-05-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-15,0,10123,GAF ENERGY LLC,GENERAL CONTRACTOR,95138,27519,10516.22,Cary,27519
25-17710350,SOLAR PANELS,2025-05-20,2025-05-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-08,1155,51600,8M SOLAR,GENERAL CONTRACTOR,27616,27560,53604.35,Cary,27519
25-17720251,SOLAR PANELS,2025-06-04,2025-05-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-25,900,29900,8M SOLAR,GENERAL CONTRACTOR,27616,27513,31061.44,Cary,27513
25-17730290,SOLAR PANELS,2025-06-03,2025-05-13,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-04,1255,57800,8M SOLAR,GENERAL CONTRACTOR,27616,27519,60045.19,Cary,27519
25-17741564,SOLAR PANELS,2025-05-20,2025-05-15,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-14,546,45989,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27518,47775.4,Cary,27518
25-17750351,SOLAR PV SYSTEM,2025-06-03,2025-05-16,PERMIT ISSUED (PI),TC,Permit Issued,2025-06-03,800,26350,8M SOLAR,GENERAL CONTRACTOR,27616,27519,27373.54,Cary,27519
25-17760052,SOLAR PV SYSTEM,2025-05-23,2025-05-19,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2025-07-03,800,27000,8M SOLAR,GENERAL CONTRACTOR,27616,27519,28048.79,Cary,27519
25-17770252,SOLAR PV SYSTEM,2025-05-23,2025-05-20,PERMIT ISSUED (PI),TC,Permit Issued,2025-05-23,0,35900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,37294.5,Cary,27519
25-17780352,SOLAR PV SYSTEM,2025-06-03,2025-05-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-14,0,30900,8M SOLAR,GENERAL CONTRACTOR,27616,27513,32100.28,Cary,27513
25-17791159,SOLAR PV SYSTEM,2025-07-23,2025-05-20,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2025-08-15,0,26622,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27523,27656.11,Apex,27523
25-17800540,SOLAR PV SYSTEM,2025-06-03,2025-05-21,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-11,0,29473,BIG ROCK ELECTRICAL & ENERGY,UNLICENSED CONTRACTOR,28681,27513,30617.85,Cary,27513
25-17811270,SOLAR PV SYSTEM,2025-06-11,2025-05-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-06-18,0,8800,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,9141.83,Cary,27519
25-17820405,SOLAR PV SYSTEM,2025-06-03,2025-05-27,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-25,0,27900,8M SOLAR,GENERAL CONTRACTOR,27616,27513,28983.75,Cary,27513
25-17830872,SOLAR PANELS,2025-06-10,2025-05-29,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-15,0,15458,GAF ENERGY LLC,GENERAL CONTRACTOR,95138,27606,16058.45,Raleigh,27606
25-17841974,Installation of roof mount solar panels,,2025-05-30,PLANS WITHDRAWN (PW),TC,Permit Cancelled,2025-05-30,315,38000,,,,27519,39476.07,Cary,27519
25-17851746,SOLAR PANELS & BATTERY,2025-07-16,2025-06-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-06,433,33000,"TESLA ENERGY OPERATIONS, INC.",GENERAL CONTRACTOR,94538,27523,34165.37,Apex,27523
25-17861550,SOLAR PV SYSTEM,2025-06-16,2025-06-05,CERTICATE OF COMPLIANCE (CC),CC,Occupancy,2025-09-09,0,28835,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,29853.29,Cary,27519
25-17870406,SOLAR PV SYSTEM,2025-06-11,2025-06-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-04,0,30500,8M SOLAR,GENERAL CONTRACTOR,27616,27519,31577.08,Cary,27519
25-17881271,SOLAR PV SYSTEM,2025-07-08,2025-06-06,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-25,0,35839,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,37104.63,Cary,27519
25-17891272,SOLAR PV SYSTEM,2025-07-21,2025-06-09,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-11,0,33710,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,34900.44,Cary,27519
25-17900705,SOLAR PV SYSTEM,2025-07-21,2025-06-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-06,0,58834,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27513,60911.68,Cary,27513
25-17910718,SOLAR PV SYSTEM,2025-08-04,2025-06-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-28,0,29268,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27519,30301.58,Cary,27519
25-17920741,SOLAR PV SYSTEM,2025-08-01,2025-06-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-08,0,46338,YES! SOLAR SOLUTIONS,GENERAL CONTRACTOR,27513,27511,47974.39,Cary,27511
25-17931891,SOLAR PV SYSTEM,2025-07-25,2025-06-12,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-08,0,39168,WIRING SOLUTIONS PLUS LLC,GENERAL CONTRACTOR,27616,27519,40551.19,Cary,27519
25-17940082,SOLAR PV SYSTEM,2025-06-25,2025-06-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-27,0,28400,8M SOLAR,GENERAL CONTRACTOR,27616,27519,29402.92,Cary,27519
25-17950083,SOLAR PV SYSTEM,2025-06-25,2025-06-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-08,0,40950,8M SOLAR,GENERAL CONTRACTOR,27616,27518,42396.12,Cary,27518
25-17960084,SOLAR PV SYSTEM,2025-06-24,2025-06-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-07-30,0,37500,8M SOLAR,GENERAL CONTRACTOR,27616,27523,38824.28,Apex,27523
25-17970353,SOLAR PV SYSTEM,2025-06-24,2025-06-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-13,0,30400,8M SOLAR,GENERAL CONTRACTOR,27616,27519,31473.55,Cary,27519
25-17980407,SOLAR PV SYSTEM,2025-06-25,2025-06-20,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-08,0,31900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33026.52,Cary,27519
25-17991200,SOLAR PV SYSTEM,2025-07-31,2025-06-23,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-28,0,38141,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,39487.92,Cary,27519
25-18001500,SOLAR PV SYSTEM,2025-08-18,2025-06-26,PERMIT ISSUED (PI),TC,Permit Issued,2025-08-18,0,30800,SOUTHERN ENERGY MANAGEMENT,GENERAL CONTRACTOR,27617,27519,31887.68,Cary,27519
25-18010053,SOLAR PV SYSTEM,2025-07-15,2025-06-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-05,0,25000,8M SOLAR,GENERAL CONTRACTOR,27616,27513,25882.86,Cary,27513
25-18020253,SOLAR PV SYSTEM,2025-07-21,2025-06-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-02,0,27000,8M SOLAR,GENERAL CONTRACTOR,27616,27513,27953.48,Cary,27513
25-18030408,SOLAR PV SYSTEM,2025-07-03,2025-06-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-05,0,29100,8M SOLAR,GENERAL CONTRACTOR,27616,27511,30127.64,Cary,27511
25-18040409,SOLAR PV SYSTEM,2025-07-03,2025-06-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-12,0,31900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,33026.52,Cary,27519
25-18051160,SOLAR PANELS,2025-08-15,2025-07-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-18,0,40842,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,42220.56,Cary,27519
25-18061273,SOLAR PANELS,2025-07-23,2025-07-03,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-08-15,0,40842,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,42220.56,Cary,27519
25-18070682,SOLAR PV SYSTEM,2025-10-01,2025-07-08,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-11-13,0,52828,CAPE FEAR SOLAR SYSTEMS,GENERAL CONTRACTOR,28401,27511,54611.13,Cary,27511
25-18080054,SOLAR PV SYSTEM,2025-08-07,2025-07-11,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-10,0,31900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,32976.74,Cary,27519
25-18090254,SOLAR PV SYSTEM,2025-07-28,2025-07-11,PERMIT ISSUED (PI),TC,Permit Issued,2025-07-28,0,36400,8M SOLAR,GENERAL CONTRACTOR,27616,27513,37628.63,Cary,27513
25-18100410,SOLAR PV SYSTEM,2025-08-04,2025-07-16,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-16,0,30800,8M SOLAR,GENERAL CONTRACTOR,27616,27519,31839.61,Cary,27519
25-18110354,SOLAR PANELS,2025-07-29,2025-07-22,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-05,900,30900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,31942.98,Cary,27519
25-18120691,Upgrade Solar PV Inverter to existing PV System,2025-08-15,2025-07-28,PERMIT ISSUED (PI),TC,Permit Issued,2025-08-15,0,6818,YES! SOLAR SOLUTIONS,ELECTRICAL CONTRACTOR,27513,27513,7048.13,Cary,27513
25-18131039,SOLAR PV SYSTEM,2025-09-05,2025-07-28,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-15,0,29436,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27513,30429.57,Cary,27513
25-18141233,Solar PV System,2025-09-04,2025-07-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-12,0,50916,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,52634.59,Cary,27519
25-18151274,Solar PV System,2025-08-21,2025-07-30,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-15,0,42086,NC SOLAR NOW INC,GENERAL CONTRACTOR,27604,27519,43506.55,Cary,27519
25-18160130,Solar PV System,2025-08-05,2025-07-31,CERTICATE OF COMPLIANCE (CC),TC,Occupancy,2025-09-10,0,31900,8M SOLAR,GENERAL CONTRACTOR,27616,27519,32976.74,Cary,27519
